"UNITID_P","INSTNM","BRANCH","Address","City","State","ZIP","sector_cd","Sector_desc","men_total","women_total","Total","WEAPON13","DRUG13","LIQUOR13","WEAPON14","DRUG14","LIQUOR14","WEAPON15","DRUG15","LIQUOR15","FILTER13","FILTER14","FILTER15"
422190001,"Champion Institute of Cosmetology","Main campus","611 S Palm Canyon Dr Ste 205","Palm Springs","CA","92264",9,"Private for-profit, less-than 2-year",4,30,34,0,0,0,0,0,0,0,0,0,1,1,1
422695001,"Pacific College","Pacific College","3160 RED HILL AVE","COSTA MESA","CA","92626",3,"Private for-profit, 4-year or above",30,222,252,0,0,0,0,0,0,0,0,0,1,1,1
422835001,"American College of Healthcare","AMERICAN COLLEGE OF HEALTHCARE","11801 Pierce Street, Suite 100","Riverside","CA","92505",6,"Private for-profit, 2-year",51,156,207,0,0,0,0,0,0,0,0,0,1,1,1
423120001,"Compu-Med Vocational Careers Corp","Main Campus","2900 W 12TH AVE 3RD FL #28","HIALEAH","FL","330124861",9,"Private for-profit, less-than 2-year",17,654,671,0,0,0,0,0,0,0,0,0,1,1,1
423397001,"Professional Electrical School Inc","Main Campus","3 RAMOS VELEZ ST","MANATI","PR","00674",9,"Private for-profit, less-than 2-year",44,0,44,0,0,0,0,0,0,0,0,0,1,1,1
423643001,"Midwestern University-Glendale","Midwestern University - Glendale Campus","19555 N. 59th Avenue","Glendale","AZ","85308",2,"Private nonprofit, 4-year or above",1689,1606,3295,0,0,0,0,0,0,0,0,0,1,1,1
423652001,"Oregon Coast Community College","Main Campus","400 SE College Way","NEWPORT","OR","97366",4,"Public, 2-year",175,328,503,0,0,0,0,1,0,0,0,0,1,1,1
423980001,"Le Cordon Bleu College of Culinary Arts-Pasadena","Le Cordon Bleu College of Culinary Arts","530 E. Colorado Blvd.","Pasadena","CA","91101",6,"Private for-profit, 2-year",767,743,1510,0,0,0,0,0,0,0,0,0,1,1,1
425250001,"Gwinnett College-Sandy Springs","Main Campus","6690 Roswell Road NE  Ste. 2200","Sandy Springs","GA","30328",6,"Private for-profit, 2-year",16,80,96,0,0,0,0,0,0,0,0,0,1,1,1
425889001,"Lincoln Technical Institute-Brockton","Brockton Campus","365 WESTGATE DRIVE","BROCKTON","MA","023011818",9,"Private for-profit, less-than 2-year",39,271,310,0,0,0,0,0,0,0,0,0,1,1,1
425986001,"Mildred Elley-Pittsfield Campus","Mildred Elley Pittsfield Campus","100 West Street","Pittsfield","MA","012015300",9,"Private for-profit, less-than 2-year",24,215,239,0,0,0,0,0,0,0,0,0,1,1,1
426314003,"Embry-Riddle Aeronautical University-Worldwide","Albuquerque","1900 Wyoming Boulevard. SE, Room 202","Kirtland AFB","NM","87117",2,"Private nonprofit, 4-year or above",11823,1917,13740,0,0,0,0,0,0,0,0,0,1,1,1
427308001,"Merkaz Bnos-Business School","Main Campus","2115 Benson Avenue","Brooklyn","NY","11214",5,"Private nonprofit, 2-year",18,124,142,0,0,0,0,0,0,0,0,0,1,1,1
427335001,"Lia Schorr Institute of Cosmetic Skin Care Training","Lia Schorr Institute of Cosmetic Skin Care Trainin","57 west 57 street","NEW YORK","NY","10019",9,"Private for-profit, less-than 2-year",0,25,25,0,0,0,0,0,0,0,0,0,1,1,1
427894001,"CET-Alexandria","Branch","6295 EDSALL RD, PLAZA 500, STE. 220","ALEXANDRIA","VA","22312",8,"Private nonprofit, less-than 2-year",187,11,198,0,0,0,0,0,0,0,0,0,1,1,1
427919001,"CET-Durham","Main Campus","807 E. MAIN STREET2-400","DURHAM","NC","27701",8,"Private nonprofit, less-than 2-year",80,125,205,0,0,0,0,0,0,0,0,0,1,1,1
427973001,"Aviation Institute of Maintenance-Chesapeake","Main Campus","2211 S. Military Highway","Chesapeake","VA","23320",6,"Private for-profit, 2-year",221,17,238,0,0,0,0,0,0,0,0,0,1,1,1
427982001,"Centura College-Richmond Main","Centura College","7914 MIDLOTHIAN TURNPIKE","North Chesterfield","VA","232355250",6,"Private for-profit, 2-year",8,140,148,1,1,0,0,0,0,0,0,0,1,1,1
427991001,"Technical Education Center-Osceola","Main Campus","501 Simpson Rd","Kissimmee","FL","34744",4,"Public, 2-year",371,406,777,0,0,0,0,0,2,0,0,0,1,1,1
428000001,"Miami Ad School-Wynwood","Main Campus","571 NW 28TH ST","MIAMI","FL","331275203",6,"Private for-profit, 2-year",61,83,144,0,0,0,0,0,0,0,0,0,1,1,1
428019001,"Green Country Technology Center","Green Country Technology Center","PO Box 1217","OKMULGEE","OK","74447",7,"Public, less-than 2-year",148,140,288,0,0,0,0,0,0,0,0,0,1,1,1
428055001,"Nova College de Puerto Rico","Main Campus","137 DR. VEVE STREET","BAYAMON","PR","00960",6,"Private for-profit, 2-year",66,218,284,0,0,0,0,0,0,0,0,0,1,1,1
428073001,"Styles and Profiles Beauty College","Main Campus","119 S SECOND ST","SELMER","TN","38375",9,"Private for-profit, less-than 2-year",1,24,25,0,0,0,0,0,0,0,0,0,1,1,1
428125001,"John Wesley International Barber and Beauty College","John Wesley International Barber & Beauty College","717 PINE AVE","LONG BEACH","CA","90813",9,"Private for-profit, less-than 2-year",70,30,100,0,1,0,0,0,0,0,0,0,1,1,1
428143001,"Platt College-Lawton","Platt College - Lawton Campus","111 SW C Avenue","Lawton","OK","73501",6,"Private for-profit, 2-year",12,134,146,0,0,0,0,0,0,0,0,0,1,1,1
428170001,"Southeastern College-West Palm Beach","Main Campus","2081 Vista Parkway","West Palm Beach","FL","334110000",6,"Private for-profit, 2-year",233,830,1063,0,0,0,0,0,0,0,0,0,1,1,1
428259001,"Ottawa University-Milwaukee","Additional location","245 S. Executive Drive","BROOKFIELD","WI","53005",2,"Private nonprofit, 4-year or above",56,152,208,0,0,0,0,0,0,0,0,0,1,1,1
428268001,"Argosy University-Tampa","Argosy University - Tampa","4401 North Himes Avenue, Suite 150","TAMPA","FL","33614",3,"Private for-profit, 4-year or above",142,355,497,0,0,0,0,0,0,0,0,0,1,1,1
428286001,"The Illinois Institute of Art-Schaumburg","The Illinois Institute of Art - Schaumburg","1000 Plaza Drive, Suite 100","Schaumburg","IL","601734913",3,"Private for-profit, 4-year or above",356,329,685,0,0,0,0,0,0,0,1,0,1,1,1
428392001,"Klamath Community College","Klamath Community College","7390 South Sixth Street","KLAMATH FALLS","OR","976037121",4,"Public, 2-year",583,641,1224,0,0,0,0,0,0,0,0,0,1,1,1
428444001,"The Art Institute of Phoenix","The Art Institute of Phoenix","2233 W DUNLAP AVE","PHOENIX","AZ","850212859",3,"Private for-profit, 4-year or above",502,497,999,1,2,0,0,0,2,0,0,0,1,1,1
429012001,"Aerosim Flight Academy","Aerosim Flight Academy","2700 Flightline Ave","Sanford","FL","327739683",9,"Private for-profit, less-than 2-year",444,17,461,0,0,0,0,0,0,0,0,0,1,1,1
429085001,"American College of Acupuncture and Oriental Med","Main Campus","9100 Park West Drive","Houston","TX","700634104",3,"Private for-profit, 4-year or above",42,96,138,0,0,0,0,0,0,0,0,0,1,1,1
429094001,"AOMA Graduate School of Integrative Medicine","AOMA Graduate School of Integrative Medicine","4701 West Gate Blvd.","AUSTIN","TX","78745",3,"Private for-profit, 4-year or above",37,139,176,0,0,0,0,0,0,0,0,0,1,1,1
429100001,"Arlington Medical Institute","Main Campus","1001 N. E. Green Oaks Blvd., Suite #190","ARLINGTON","TX","760062317",9,"Private for-profit, less-than 2-year",7,47,54,0,0,0,0,0,0,0,0,0,1,1,1
429128001,"Urban College of Boston","Main Campus","178 TREMONT ST 7TH FL","BOSTON","MA","021111005",5,"Private nonprofit, 2-year",44,835,879,0,0,0,0,0,0,0,0,0,1,1,1
430087001,"Colorado Technical University-Greenwood Village","Denver Campus","3151 South Vaughn Way, Suite 400","Aurora","CO","80014",3,"Private for-profit, 4-year or above",443,270,713,0,0,0,0,0,0,0,0,0,1,1,1
430096001,"Branford Hall Career Institute-Windsor Campus","Windsor Campus","995 DAY HILL RD","WINDSOR","CT","06095",9,"Private for-profit, less-than 2-year",77,171,248,0,0,0,0,0,0,0,0,0,1,1,1
430157001,"Golf Academy of America-Altamonte Springs","Golf Academy of America","510 South Hunt Club Blvd.","Apopka","FL","32703",6,"Private for-profit, 2-year",121,2,123,0,0,0,0,0,0,0,0,0,1,1,1
430166001,"Golf Academy of America-Phoenix","Golf Academy of America","2031 N. Arizona Ave., Ste. 2","CHANDLER","AZ","85225",6,"Private for-profit, 2-year",137,6,143,0,0,0,0,0,0,0,0,0,1,1,1
430184001,"Strayer University-Maryland","Prince George's Campus","5110 Auth Way","Suitland","MD","20746",3,"Private for-profit, 4-year or above",1007,1974,2981,0,0,0,0,0,0,0,0,0,1,1,1
430218001,"Empire Beauty School-Bordentown","Empire Beauty School - Bordentown, NJ","610 Rt 206","Bordentown","NJ","08505",9,"Private for-profit, less-than 2-year",8,83,91,0,0,0,0,0,0,0,0,0,1,1,1
430227001,"Empire Beauty School-Monroeville","Empire Beauty School- Monroeville, PA","320 Mall Blvd, The Plaza","MONROEVILLE","PA","15146",9,"Private for-profit, less-than 2-year",6,115,121,0,0,0,0,0,0,0,0,0,1,1,1
430245001,"Southern Careers Institute-San Antonio","San Antonio Campus","238 SW Military Drive, Suite 101","SAN ANTONIO","TX","78221",9,"Private for-profit, less-than 2-year",70,412,482,0,0,0,0,0,0,0,0,0,1,1,1
430254001,"Virginia School of Massage","Main Campus","153 Zan Road","CHARLOTTESVILLE","VA","22901",9,"Private for-profit, less-than 2-year",16,76,92,0,0,0,0,0,0,0,0,0,1,1,1
430306001,"Cayce/Reilly School of Massage","Main Campus","215 67th Street","Virginia Beach","VA","23451",8,"Private nonprofit, less-than 2-year",6,37,43,0,0,0,0,0,0,0,0,0,1,1,1
430342001,"CET-Sacramento","Sacramento Campus","8376 Fruitridge Road","SACRAMENTO","CA","95828",8,"Private nonprofit, less-than 2-year",60,66,126,0,0,0,0,0,0,0,0,0,1,1,1
430403001,"Prism Career Institute-West Atlantic City","Prism Career Institute-West Atlantic City","8025 Black Horse Pike Bayport One Suite 250","West Atlantic City","NJ","08232",9,"Private for-profit, less-than 2-year",6,32,38,0,0,0,0,0,0,0,0,0,1,1,1
430421001,"Everest Institute-Marietta","Everest Institute - MARIETTA","1600 TERRELL MILL ROAD    STE G","MARIETTA","GA","30067",8,"Private nonprofit, less-than 2-year",18,215,233,0,0,0,0,0,0,0,0,0,1,1,1
430485001,"The Creative Center","Main Campus","10850 Emmet Street","Omaha","NE","681642911",3,"Private for-profit, 4-year or above",22,42,64,0,0,0,0,0,0,0,0,0,1,1,1
430564001,"Studio Jewelers","Main Campus","32 E 31 ST","NEW YORK","NY","100164112",9,"Private for-profit, less-than 2-year",9,54,63,0,0,0,0,0,0,0,0,0,1,1,1
430582001,"Praxis Institute","Main Campus","1850 SW 8th St 4th Fl","MIAMI","FL","33135",9,"Private for-profit, less-than 2-year",174,204,378,0,0,0,0,0,0,0,0,0,1,1,1
430670001,"San Juan Bautista School of Medicine","Main Campus","Carretera 172 Urb. Turabo Gardens","Caguas","PR","007250000",2,"Private nonprofit, 4-year or above",146,174,320,0,0,0,0,0,0,0,0,0,1,1,1
430704001,"Texas Health and Science University","Main Campus","4005 MANCHACA RD","AUSTIN","TX","78704",3,"Private for-profit, 4-year or above",48,80,128,0,0,0,0,0,0,0,0,0,1,1,1
430795001,"Carver Career Center","Carver Career Center","4799 MIDLAND DR","CHARLESTON","WV","253066397",4,"Public, 2-year",81,142,223,0,0,0,0,0,0,0,0,0,1,1,1
430810001,"New Hampshire Institute of Art","Main Campus","148 CONCORD ST","MANCHESTER","NH","031044858",2,"Private nonprofit, 4-year or above",141,311,452,1,9,1,0,0,0,0,0,0,1,1,1
430883001,"Cayuga Onondaga BOCES-Practical Nursing Program","Center for Learning","12 Allen Street","Auburn","NY","13021",7,"Public, less-than 2-year",1,31,32,0,0,0,0,0,0,0,0,0,1,1,1
430908001,"Clearfield County Career and Technology Center","Main Campus","1620 RIVER ROAD","CLEARFIELD","PA","16830",7,"Public, less-than 2-year",11,61,72,0,0,0,0,0,0,0,0,0,1,1,1
430935001,"Colegio de Cinematografía Artes y Television","Main Campus","Calle Dr. Veve #51","Bayamon","PR","00960",6,"Private for-profit, 2-year",800,249,1049,0,0,0,0,0,0,0,0,0,1,1,1
430971001,"Delaware County Technical School-Practical Nursing Program","Marple Education Center","85 N. Malin Road","Broomall","PA","190081928",7,"Public, less-than 2-year",4,23,27,0,0,0,0,0,0,0,0,0,1,1,1
431017001,"Mid-Del Technology Center","Main Campus","1621 MAPLE DR","MIDWEST City","OK","731104825",7,"Public, less-than 2-year",38,79,117,0,0,0,0,0,0,0,0,0,1,1,1
431071001,"New York Institute of Massage Inc","Main Campus","4701 TRANSIT RD","WILLIAMSVILLE","NY","14221",9,"Private for-profit, less-than 2-year",16,65,81,0,0,0,0,0,0,0,0,0,1,1,1
431099001,"Jolie Hair and Beauty Academy-Ludlow","Main Campus","44 SEWALL STREET","LUDLOW","MA","01056",9,"Private for-profit, less-than 2-year",2,83,85,0,0,0,0,0,0,0,0,0,1,1,1
431105001,"Dutchess BOCES-Practical Nursing Program","Main Campus 5 BOCES Road Poughkeepsie, NY","5 BOCES Road","POUGHKEEPSIE","NY","126016599",7,"Public, less-than 2-year",9,128,137,0,0,0,0,0,0,0,0,0,1,1,1
431123001,"Escuela Tecnica de Electricidad","Ponce Campus","VILLA ST #190","PONCE","PR","007304875",9,"Private for-profit, less-than 2-year",377,1,378,0,0,0,0,0,0,0,0,0,1,1,1
431141001,"Institute of Technology Inc","INSTITUTE OF TECHNOLOGY- Clovis Main Campus","564 W. Herndon","CLOVIS","CA","93612",6,"Private for-profit, 2-year",595,820,1415,0,0,0,0,0,0,1,0,0,1,1,1
431169001,"Garnet Career Center","Main Campus","422 DICKINSON ST","CHARLESTON","WV","25301",7,"Public, less-than 2-year",25,83,108,0,0,0,0,0,0,0,0,0,1,1,1
431187001,"Bristol Technical Education Center","Main Campus","431 Minor Street","Bristol","CT","06010",7,"Public, less-than 2-year",44,2,46,0,0,0,0,0,0,1,0,0,1,1,1
431196001,"Genesee Valley BOCES-Practical Nursing Program","Batavia Campus","8250 State St. Rd.","Batavia","NY","14020",7,"Public, less-than 2-year",10,98,108,0,1,0,0,6,0,0,3,0,1,1,1
431202001,"Hamilton Fulton Montgomery BOCES-Practical Nursing Program","Main Campus","2755 St Hwy 67","Johnstown","NY","12095",7,"Public, less-than 2-year",3,62,65,0,0,0,0,0,0,0,0,0,1,1,1
431266001,"Henrico County-Saint Marys Hospital School of Practical Nursing","Mt. Vernon Adult Education Complex","7850 Carousel Lane","Henrico","VA","23294",7,"Public, less-than 2-year",5,65,70,0,0,0,0,0,0,0,0,0,1,1,1
431275001,"Herkimer County BOCES-Practical Nursing Program","Main Campus","77 East North ST.","ILION","NY","13357",7,"Public, less-than 2-year",9,87,96,0,2,0,0,0,0,1,4,0,1,1,1
431284001,"International Beauty College","International Beauty College #3","1225 BELTLINE RD STE 7","GARLAND","TX","750403294",9,"Private for-profit, less-than 2-year",3,45,48,0,0,0,0,0,0,0,0,0,1,1,1
431309001,"Dewey University-Hato Rey","Dewey Hato Rey - Main Campus","427 Barbosa Ave.","Hato Rey","PR","009109538",8,"Private nonprofit, less-than 2-year",10,10,20,0,0,0,0,0,0,0,0,0,1,1,1
431558001,"Cape Coral Technical College","Main Campus","360 SANTA BARBARA BLVD NORTH","CAPE CORAL","FL","339932479",7,"Public, less-than 2-year",78,186,264,0,0,0,0,0,0,0,0,0,1,1,1
431594001,"Massachusetts General Hospital Dietetic Internship","Main Campus","55 Fruit Street","BOSTON","MA","02114",2,"Private nonprofit, 4-year or above",0,21,21,0,7,0,0,1,0,0,2,0,1,1,1
431600001,"Mercy Hospital School of Nursing","Main Campus","1401 BLVD OF THE ALLIES","PITTSBURGH","PA","152195166",5,"Private nonprofit, 2-year",15,82,97,0,0,0,0,0,0,0,4,0,1,1,1
431691001,"Northland Career Center","Northland Career Center","1801 Branch","Platte City","MO","64079",7,"Public, less-than 2-year",9,27,36,0,5,1,3,0,7,0,5,0,1,1,1
431707001,"Norwich Technical High School/Adult Licensed Practical Nurse Program","Norwich Technical High School","7 Mahan Drive","Norwich","CT","06360",7,"Public, less-than 2-year",3,35,38,0,0,0,0,0,0,0,0,0,1,1,1
431716001,"Ocean County Vocational-Technical School","Main Campus","137 BEY LEA  RD","TOMS RIVER","NJ","087532703",7,"Public, less-than 2-year",269,250,519,0,0,0,0,0,0,0,0,0,1,1,1
431770001,"Putnam Westchester BOCES-Practical Nursing Program","Main Campus","200 BOCES DRIVE","YORKTOWN HEIGHTS","NY","105984399",7,"Public, less-than 2-year",7,32,39,0,0,0,0,0,0,0,0,0,1,1,1
431886001,"Kaplan College-San Antonio-Ingram","Brightwood College-San Antonio-Ingram","6441 NW Loop 410","San Antonio","TX","78238",6,"Private for-profit, 2-year",96,410,506,0,0,0,0,0,0,0,0,0,1,1,1
431929001,"Trinity College of Puerto Rico","TRINITY COLLEGE OF PUERTO RICO","# 834 HOSTOS AVENUE","PONCE","PR","007161111",5,"Private nonprofit, 2-year",59,174,233,0,0,0,0,0,0,0,0,0,1,1,1
431956001,"Virginia Sewing Machines and School Center","Main Campus","1033 S BROADWAY ST","LOS ANGELES","CA","900154001",9,"Private for-profit, less-than 2-year",25,90,115,0,0,0,0,0,0,0,0,0,1,1,1
431965001,"Vogue Beauty and Barber School","Main Campus","3655 MACLAND RD STE 109","HIRAM","GA","301410426",9,"Private for-profit, less-than 2-year",46,77,123,0,0,0,0,0,0,0,0,0,1,1,1
431983001,"Yeshiva of the Telshe Alumni","Main Campus","4904 INDEPENDENCE AVE","RIVERDALE","NY","10471",2,"Private nonprofit, 4-year or above",112,0,112,0,0,0,0,0,0,0,0,0,1,1,1
432074001,"Northeast Technology Center-Kansas","NORTHEAST TECHNOLOGY CENTER  - KANSAS CAMPUS","P.O. Box 30/450 N Hwy 59","KANSAS","OK","74347",7,"Public, less-than 2-year",82,105,187,0,0,0,0,0,0,0,0,0,1,1,1
432117001,"Kenneth Shuler School of Cosmetology-Rock Hill","Kenneth Shuler School of Cosmetology","2383 Cherry Road","ROCK HILL","SC","29732",9,"Private for-profit, less-than 2-year",8,116,124,0,0,0,0,0,0,0,0,0,1,1,1
432223001,"University of Phoenix-Washington","Western Washington Campus","7100 Fort Dent Way, Suite 100","Tukwila","WA","981888553",3,"Private for-profit, 4-year or above",167,220,387,0,0,0,0,0,0,0,0,0,1,1,1
432241001,"University of Phoenix-Oregon","Oregon Campus","13221 SW 68th Pkwy","Tigard","OR","972238328",3,"Private for-profit, 4-year or above",101,169,270,0,0,0,0,0,0,0,0,0,1,1,1
432269001,"CET-El Paso","Center for Employment Training","294 Candelaria St.","EL PASO","TX","799075555",8,"Private nonprofit, less-than 2-year",132,15,147,0,0,0,0,0,0,0,0,0,1,1,1
432302001,"Brightwood College-Riverside","Brightwood College - Riverside","4040  Vine Street","Riverside","CA","925070000",6,"Private for-profit, 2-year",46,193,239,0,0,0,0,0,0,0,0,0,1,1,1
432348001,"Appalachian School of Law","Main Campus","1169 Edgewater Drive","GRUNDY","VA","246147062",2,"Private nonprofit, 4-year or above",66,43,109,0,0,0,0,0,0,0,0,0,1,1,1
432357001,"LIU Hudson at Westchester","Westchester Graduate Campus of Long Island Univers","735 ANDERSON HILL ROAD","Purchase","NY","105771400",2,"Private nonprofit, 4-year or above",42,138,180,0,0,0,0,0,0,0,0,0,1,1,1
432384001,"Platt College-Ontario","Platt College - Ontario","3700 INLAND EMPIRE BLVD","ONTARIO","CA","91764",3,"Private for-profit, 4-year or above",115,341,456,0,0,0,0,0,0,0,0,0,1,1,1
432524001,"Delaware College of Art and Design","Main Campus","600 N MARKET ST","WILMINGTON","DE","198013007",5,"Private nonprofit, 2-year",58,95,153,0,0,0,0,0,0,0,0,0,1,1,1
432533001,"Argosy University-The Art Institute of California-Los Angeles","The Art Institute of California - Los Angeles","2900 31ST ST","SANTA MONICA","CA","904053035",3,"Private for-profit, 4-year or above",592,453,1045,0,0,0,0,0,0,0,0,0,1,1,1
433004001,"American University of Health Sciences","Main Campus","1600 E. Hill Street","Signal Hill","CA","90755",3,"Private for-profit, 4-year or above",78,179,257,0,0,0,0,0,0,0,0,0,1,1,1
433013001,"Career Networks Institute","Main Campus","702 Town and Country Road","Orange","CA","928680000",6,"Private for-profit, 2-year",156,460,616,0,0,0,0,0,0,0,0,0,1,1,1
433040001,"Monty Tech","Main Campus","1050 Westminster St Rte 2a","Fitchburg","MA","01420",7,"Public, less-than 2-year",2,35,37,0,0,0,1,0,0,1,0,0,1,1,1
433068001,"CHOICE High School and Technical Center","Main Campus","1976 LEWIS TURNER BLVD","FORT WALTON BEACH","FL","32547",4,"Public, 2-year",191,162,353,0,4,1,0,1,1,0,0,0,1,1,1
433101001,"Lincoln Technical Institute-Lincoln","Main Campus","622 GEORGE WASHINGTON HWY","LINCOLN","RI","02865",9,"Private for-profit, less-than 2-year",56,507,563,0,0,0,0,0,0,0,0,0,1,1,1
433138001,"Wayne County Schools Career Center","Main Campus","518 W Prospect St","Smithville","OH","44677",7,"Public, less-than 2-year",106,123,229,0,0,0,0,0,0,0,0,0,1,1,1
433165001,"Blessing Hospital School of Medical Laboratory Technology","Main Campus","BROADWAY AT 11TH ST","QUINCY","IL","623057005",8,"Private nonprofit, less-than 2-year",2,2,4,0,0,0,0,0,0,0,0,0,1,1,1
433174001,"Carolinas College of Health Sciences","Main Campus","1200 BLYTHE BLVD","CHARLOTTE","NC","28202",4,"Public, 2-year",50,424,474,0,0,0,0,0,0,0,0,0,1,1,1
433387002,"Western Governors University","California Lab Facility","2900 South Harbor Blvd, Suite 201","Santa Ana","CA","92704",2,"Private nonprofit, 4-year or above",26650,43854,70504,0,0,0,0,0,0,0,0,0,1,1,1
433420001,"Santa Barbara Business College-Ventura","Santa Barbara Business College - Ventura Campus","4839 Market Street","Ventura","CA","93003",3,"Private for-profit, 4-year or above",163,353,516,0,0,0,0,0,0,0,0,0,1,1,1
433466002,"Sullivan and Cogliano Training Center","Sullivan and Cogliano Training Center-Kendall","7740 North Kendall Drive","Miami","FL","33156",6,"Private for-profit, 2-year",59,459,518,0,0,0,0,0,0,0,0,0,1,1,1
433536001,"Herzing University-Kenner","Herzing University","2500 Williams Blvd.","KENNER","LA","70062",3,"Private for-profit, 4-year or above",76,419,495,0,0,0,0,0,0,0,0,0,1,1,1
433563001,"Spencerian College-Lexington","Lexington Campus","2355 Harrodsburg Rd.","Lexington","KY","40504",6,"Private for-profit, 2-year",17,57,74,0,0,0,0,0,0,0,0,0,1,1,1
433660001,"Florida Gulf Coast University","Main Campus","10501 FGCU BLVD S","Fort Myers","FL","339656565",1,"Public, 4-year or above",6501,8332,14833,0,16,2,0,20,5,0,39,0,1,1,1
433970001,"Seacoast Career Schools-Sanford Campus","Main Campus","ONE EAGLE DR STE 1","SANFORD","ME","04073",9,"Private for-profit, less-than 2-year",14,133,147,0,0,0,0,0,0,0,0,0,1,1,1
434016001,"Little Priest Tribal College","Main Campus","610 E. College Drive","WINNEBAGO","NE","680710270",5,"Private nonprofit, 2-year",61,71,132,0,0,0,0,0,0,0,0,0,1,1,1
434061001,"South Louisiana Community College","Main Campus","320 Devalcourt Street","Lafayette","LA","705062030",4,"Public, 2-year",2974,3984,6958,0,0,0,0,0,0,1,0,0,1,1,1
434140001,"Pima Medical Institute-Chula Vista","Chula Vista Campus","780 BAY BLVD STE 101","CHULA VISTA","CA","91910",6,"Private for-profit, 2-year",217,691,908,0,0,0,0,0,0,0,0,0,1,1,1
434159001,"Lincoln College of Technology-Marietta","Lincoln College of Technology","2359 Windy Hill Road","Marietta","GA","30067",6,"Private for-profit, 2-year",189,86,275,0,0,0,0,0,0,0,0,0,1,1,1
434274001,"Academy of Hair Design-Lufkin","Main Campus","512 S CHESTNUT VLG","LUFKIN","TX","75901",9,"Private for-profit, less-than 2-year",20,86,106,0,0,0,0,0,0,0,0,0,1,1,1
434283001,"Academy of Hair Design-Beaumont","Main Campus","3141 College Street, Suite A-10","Beaumont","TX","777014650",9,"Private for-profit, less-than 2-year",3,62,65,0,0,0,0,0,0,0,0,0,1,1,1
434308001,"Baltimore School of Massage-Linthicum","BALTIMORE SCHOOL OF MASSAGE","517 Progress Drive - Suite A-L","Linthicum","MD","210902261",9,"Private for-profit, less-than 2-year",82,321,403,0,0,0,0,0,0,0,0,0,1,1,1
434344001,"Toni & Guy Hairdressing Academy-Worcester","TONI & GUY Hairdressing Academy","6 Park Avenue","WORCESTER","MA","016052213",9,"Private for-profit, less-than 2-year",10,153,163,0,0,0,0,0,0,0,0,0,1,1,1
434362001,"Northwest HVAC/R Training Center","Main Campus","204 E. Nora Ave","Spokane","WA","99207",8,"Private nonprofit, less-than 2-year",42,0,42,0,0,0,0,0,0,0,0,0,1,1,1
434380001,"L T International Beauty School","Main Campus","830 North Broad Street","PHILADELPHIA","PA","19130",9,"Private for-profit, less-than 2-year",3,22,25,0,0,0,0,0,0,0,0,0,1,1,1
434432001,"Myotherapy Institute","Main Campus","4001 Pioneer Woods Drive","LINCOLN","NE","68506",6,"Private for-profit, 2-year",0,20,20,0,0,0,0,0,0,0,0,0,1,1,1
434441001,"Florida College of Integrative Medicine","Main Campus","7100 LAKE ELLENOR DR","ORLANDO","FL","328095721",3,"Private for-profit, 4-year or above",21,74,95,0,0,0,0,0,0,0,0,0,1,1,1
434469001,"New Professions Technical Institute","Main Campus","4000 W FLAGLER ST.","MIAMI","FL","33134",9,"Private for-profit, less-than 2-year",19,63,82,0,0,0,0,0,0,0,0,0,1,1,1
434496001,"Strand College of Hair Design","Main Campus","423 79TH AVE N","MYRTLE BEACH","SC","29572",9,"Private for-profit, less-than 2-year",2,63,65,0,0,0,0,0,0,0,0,0,1,1,1
434502001,"Cosmetology Career Institute","Cosmetology Career Institute","5015 A WESLEY ST.","Greenville","TX","75402",9,"Private for-profit, less-than 2-year",4,86,90,0,0,0,0,0,0,0,0,0,1,1,1
434520001,"Branford Hall Career Institute-Southington Campus","Southington Campus","35 N MAIN ST","SOUTHINGTON","CT","06489",9,"Private for-profit, less-than 2-year",112,276,388,0,0,0,0,0,0,0,0,0,1,1,1
434539001,"City College-Miami","City College-Miami Campus","9300 S Dadeland Blvd. Suite 200","MIAMI","FL","331562767",2,"Private nonprofit, 4-year or above",100,151,251,0,0,0,0,0,0,0,0,0,1,1,1
434584001,"Ilisagvik College","Ilisagvik College","360 NARL Stevenson St.","BARROW","AK","997230749",4,"Public, 2-year",87,106,193,0,0,0,0,0,0,0,0,0,1,1,1
434672001,"The Community College of Baltimore County","CCBC Catonsville Campus","800 S. Rolling Road","Catonsville","MD","212285317",4,"Public, 2-year",8824,13355,22179,0,0,2,0,0,2,0,0,0,1,1,1
434690001,"Golf Academy of America-Myrtle Beach","Golf Academy of America","1900 Mr. Joe White Ave","MYRTLE BEACH","SC","29577",6,"Private for-profit, 2-year",185,1,186,0,0,0,0,0,0,0,0,0,1,1,1
434715001,"Florida Coastal School of Law","Main Campus","8787 Baypine Road","Jacksonville","FL","32256",3,"Private for-profit, 4-year or above",425,530,955,0,0,0,0,0,0,0,0,0,1,1,1
434751001,"White Earth Tribal and Community College","White Earth Tribal and Community College","2250 College Rd.","Mahnomen","MN","56557",5,"Private nonprofit, 2-year",20,48,68,0,0,0,0,0,0,0,0,0,1,1,1
434812001,"Centura College-North Charleston","Main Campus","8084 Rivers Avenue","North Charleston","SC","294069235",9,"Private for-profit, less-than 2-year",3,73,76,0,0,1,0,0,0,0,0,0,1,1,1
434821001,"Blue Cliff College-Metairie","Main Campus","3200 Cleary Avenue","Metairie","LA","70001",6,"Private for-profit, 2-year",51,828,879,0,0,0,0,1,1,0,1,0,1,1,1
